epoch,accuracy,auc,learning_rate,loss,val_accuracy,val_auc,val_loss
19,0.6108958125114441,0.8973183631896973,9.999999747378752e-06,0.7841520309448242,0.5907494425773621,0.888594925403595,0.926542341709137
20,0.6261060237884521,0.9029040336608887,9.999999747378752e-06,0.7682571411132812,0.597189724445343,0.8918452858924866,0.9120850563049316
21,0.6341499090194702,0.9071972966194153,9.999999747378752e-06,0.7498358488082886,0.6071428656578064,0.8957285284996033,0.8932404518127441
22,0.637952446937561,0.9084593653678894,9.999999747378752e-06,0.7438559532165527,0.6088992953300476,0.8937444686889648,0.9082967638969421
23,0.6520658135414124,0.9131182432174683,9.999999747378752e-06,0.721635103225708,0.6159250736236572,0.8983292579650879,0.8879934549331665
24,0.6558683514595032,0.9152877926826477,9.999999747378752e-06,0.7126479744911194,0.6170960068702698,0.8987520933151245,0.8911725282669067
25,0.6615722179412842,0.9191203117370605,9.999999747378752e-06,0.6942895650863647,0.6170960068702698,0.8988760709762573,0.8922821879386902
26,0.6681535840034485,0.9217838644981384,9.999999747378752e-06,0.6863256096839905,0.6194379329681396,0.9005270004272461,0.8835510015487671
27,0.6715905070304871,0.9227241277694702,9.999999747378752e-06,0.680471658706665,0.6241217851638794,0.9019725322723389,0.8793827295303345
28,0.679926872253418,0.9257073998451233,9.999999747378752e-06,0.6678355932235718,0.6235362887382507,0.9014168977737427,0.882326066493988
29,0.6800000071525574,0.9273474216461182,9.999999747378752e-06,0.6567185521125793,0.6323184967041016,0.9022100567817688,0.8794485330581665
30,0.6928701996803284,0.9319335222244263,9.999999747378752e-06,0.6362301707267761,0.6440281271934509,0.903714120388031,0.8733016848564148
31,0.7032541036605835,0.9342496395111084,9.999999747378752e-06,0.6219181418418884,0.6370023488998413,0.9047660231590271,0.8680307269096375
32,0.707861065864563,0.9368480443954468,9.999999747378752e-06,0.6136256456375122,0.6329039931297302,0.9034310579299927,0.881130039691925
33,0.7114442586898804,0.9383789896965027,9.999999747378752e-06,0.6039816737174988,0.648126482963562,0.9069679379463196,0.8672442436218262
34,0.7151736617088318,0.9394139051437378,9.999999747378752e-06,0.5996543765068054,0.6492974162101746,0.907241940498352,0.8717885613441467
35,0.726069450378418,0.9446151256561279,9.999999747378752e-06,0.5685067176818848,0.6451990604400635,0.9076775908470154,0.8669335842132568
36,0.7246069312095642,0.9446211457252502,9.999999747378752e-06,0.5701517462730408,0.6457845568656921,0.9083414673805237,0.871351420879364
37,0.7373309135437012,0.9473893642425537,9.999999747378752e-06,0.555195152759552,0.6539812684059143,0.9084818959236145,0.8829854726791382
38,0.7448629140853882,0.950221836566925,9.999999747378752e-06,0.5391343832015991,0.6522248387336731,0.9064768552780151,0.8941933512687683
39,0.7435466051101685,0.9517395496368408,9.999999747378752e-06,0.5299222469329834,0.6604215502738953,0.9089687466621399,0.8787040710449219
40,0.759341835975647,0.9552651643753052,2.9999998787388904e-06,0.5087050199508667,0.658665120601654,0.9100162982940674,0.8782535791397095
41,0.7592687606811523,0.9549317955970764,2.9999998787388904e-06,0.5068296194076538,0.6615924835205078,0.9109658002853394,0.8743938207626343
42,0.7616087794303894,0.9562423825263977,2.9999998787388904e-06,0.5044418573379517,0.6633489727973938,0.9100579023361206,0.881734311580658
43,0.763363778591156,0.9575682282447815,2.9999998787388904e-06,0.4923538267612457,0.6668618321418762,0.9109513163566589,0.8776639699935913
44,0.765045702457428,0.957862377166748,8.999999749903509e-07,0.49296683073043823,0.6680327653884888,0.9108239412307739,0.8781525492668152
45,0.7693601250648499,0.9583101868629456,8.999999749903509e-07,0.4893808960914612,0.6668618321418762,0.9106348752975464,0.8803195357322693
46,0.7629250288009644,0.9573978781700134,8.999999749903509e-07,0.49382954835891724,0.665105402469635,0.9103609919548035,0.8820001482963562
47,0.7668007016181946,0.9581683278083801,8.999999749903509e-07,0.49006879329681396,0.6656908392906189,0.910249650478363,0.8830896019935608
48,0.7682632803916931,0.9578685760498047,2.699999868127634e-07,0.4919584393501282,0.6645199060440063,0.9104523658752441,0.8804407715797424
49,0.7677513957023621,0.9576830267906189,2.699999868127634e-07,0.49243730306625366,0.6639344096183777,0.9101398587226868,0.8842242956161499
